scenario_id,collection,budget,graph,result_set_id,source_result_set_id,approach_id,approach_label,is_reference,seed,seed_count,generations,population_size,mutation_rate,reward,cost,explicit_reward,validated_reward,runtime_seconds,is_valid,validation_notes,computed_reward,computed_cost,unique_visited_nodes,route_hops
planar_weighted_small_budget030,planar_weighted_small,30,graph_090.txt,greedy_planar_weighted_small_b030,greedy_planar_weighted_small_b030,greedy,Greedy Baseline,False,,,,,,128,24,,,0.0007256669923663139,True,,128,24,3,6
planar_weighted_small_budget030,planar_weighted_small,30,graph_091.txt,greedy_planar_weighted_small_b030,greedy_planar_weighted_small_b030,greedy,Greedy Baseline,False,,,,,,0,0,,,0.000260957982391119,True,,0,0,0,0
planar_weighted_small_budget030,planar_weighted_small,30,graph_092.txt,greedy_planar_weighted_small_b030,greedy_planar_weighted_small_b030,greedy,Greedy Baseline,False,,,,,,329,29,,,0.000376833020709455,True,,329,29,5,7
planar_weighted_small_budget030,planar_weighted_small,30,graph_093.txt,greedy_planar_weighted_small_b030,greedy_planar_weighted_small_b030,greedy,Greedy Baseline,False,,,,,,26,8,,,0.0002524169976823032,True,,26,8,1,2
planar_weighted_small_budget030,planar_weighted_small,30,graph_094.txt,greedy_planar_weighted_small_b030,greedy_planar_weighted_small_b030,greedy,Greedy Baseline,False,,,,,,207,30,,,0.00035266700433567166,True,,207,30,3,6
planar_weighted_small_budget030,planar_weighted_small,30,graph_095.txt,greedy_planar_weighted_small_b030,greedy_planar_weighted_small_b030,greedy,Greedy Baseline,False,,,,,,216,28,,,0.00045266601955518126,True,,216,28,5,10
planar_weighted_small_budget030,planar_weighted_small,30,graph_096.txt,greedy_planar_weighted_small_b030,greedy_planar_weighted_small_b030,greedy,Greedy Baseline,False,,,,,,312,26,,,0.00041362500633113086,True,,312,26,5,10
planar_weighted_small_budget030,planar_weighted_small,30,graph_097.txt,greedy_planar_weighted_small_b030,greedy_planar_weighted_small_b030,greedy,Greedy Baseline,False,,,,,,251,30,,,0.0003459590079728514,True,,251,30,4,8
planar_weighted_small_budget030,planar_weighted_small,30,graph_098.txt,greedy_planar_weighted_small_b030,greedy_planar_weighted_small_b030,greedy,Greedy Baseline,False,,,,,,184,30,,,0.0004167080041952431,True,,184,30,3,5
planar_weighted_small_budget030,planar_weighted_small,30,graph_099.txt,greedy_planar_weighted_small_b030,greedy_planar_weighted_small_b030,greedy,Greedy Baseline,False,,,,,,129,28,,,0.00033120799344033003,True,,129,28,2,4
planar_weighted_small_budget030,planar_weighted_small,30,graph_100.txt,greedy_planar_weighted_small_b030,greedy_planar_weighted_small_b030,greedy,Greedy Baseline,False,,,,,,291,27,,,0.000562166009331122,True,,291,27,5,8
planar_weighted_small_budget100,planar_weighted_small,100,graph_001.txt,greedy_planar_weighted_small_b100,greedy_planar_weighted_small_b100,greedy,Greedy Baseline,False,,,,,,412,78,,,0.00096900001517497,True,,412,78,8,15
planar_weighted_small_budget100,planar_weighted_small,100,graph_002.txt,greedy_planar_weighted_small_b100,greedy_planar_weighted_small_b100,greedy,Greedy Baseline,False,,,,,,253,75,,,0.0006013330130372196,True,,253,75,7,12
planar_weighted_small_budget100,planar_weighted_small,100,graph_003.txt,greedy_planar_weighted_small_b100,greedy_planar_weighted_small_b100,greedy,Greedy Baseline,False,,,,,,278,50,,,0.000398874981328845,True,,278,50,6,11
planar_weighted_small_budget100,planar_weighted_small,100,graph_004.txt,greedy_planar_weighted_small_b100,greedy_planar_weighted_small_b100,greedy,Greedy Baseline,False,,,,,,313,37,,,0.00034745800076052547,True,,313,37,6,9
planar_weighted_small_budget100,planar_weighted_small,100,graph_005.txt,greedy_planar_weighted_small_b100,greedy_planar_weighted_small_b100,greedy,Greedy Baseline,False,,,,,,0,0,,,0.00018591599655337632,True,,0,0,0,0
planar_weighted_small_budget100,planar_weighted_small,100,graph_006.txt,greedy_planar_weighted_small_b100,greedy_planar_weighted_small_b100,greedy,Greedy Baseline,False,,,,,,396,49,,,0.0006478329887613654,True,,396,49,7,12
planar_weighted_small_budget100,planar_weighted_small,100,graph_007.txt,greedy_planar_weighted_small_b100,greedy_planar_weighted_small_b100,greedy,Greedy Baseline,False,,,,,,318,55,,,0.0004464579978957772,True,,318,55,7,12
planar_weighted_small_budget100,planar_weighted_small,100,graph_008.txt,greedy_planar_weighted_small_b100,greedy_planar_weighted_small_b100,greedy,Greedy Baseline,False,,,,,,300,25,,,0.00029608301701955497,True,,300,25,5,9
planar_weighted_small_budget100,planar_weighted_small,100,graph_009.txt,greedy_planar_weighted_small_b100,greedy_planar_weighted_small_b100,greedy,Greedy Baseline,False,,,,,,425,73,,,0.000495540996780619,True,,425,73,7,13
planar_weighted_small_budget100,planar_weighted_small,100,graph_010.txt,greedy_planar_weighted_small_b100,greedy_planar_weighted_small_b100,greedy,Greedy Baseline,False,,,,,,365,61,,,0.0008585000177845359,True,,365,61,7,11
planar_weighted_small_budget100,planar_weighted_small,100,graph_011.txt,greedy_planar_weighted_small_b100,greedy_planar_weighted_small_b100,greedy,Greedy Baseline,False,,,,,,322,48,,,0.0006992919952608645,True,,322,48,7,10
planar_weighted_small_budget100,planar_weighted_small,100,graph_012.txt,greedy_planar_weighted_small_b100,greedy_planar_weighted_small_b100,greedy,Greedy Baseline,False,,,,,,310,87,,,0.0015751250030007213,True,,310,87,7,12
planar_weighted_small_budget100,planar_weighted_small,100,graph_013.txt,greedy_planar_weighted_small_b100,greedy_planar_weighted_small_b100,greedy,Greedy Baseline,False,,,,,,547,74,,,0.0009045840124599636,True,,547,74,8,16
planar_weighted_small_budget100,planar_weighted_small,100,graph_014.txt,greedy_planar_weighted_small_b100,greedy_planar_weighted_small_b100,greedy,Greedy Baseline,False,,,,,,309,53,,,0.0003430419892538339,True,,309,53,5,9
