scenario_id,collection,budget,graph,result_set_id,source_result_set_id,approach_id,approach_label,is_reference,seed,seed_count,generations,population_size,mutation_rate,reward,cost,runtime_seconds,is_valid,validation_notes,computed_reward,computed_cost,unique_visited_nodes,route_hops,reference_type,reference_reward,reward_ratio,is_winner
planar_weighted_large_budget100,planar_weighted_large,100,graph_001.txt,greedy_planar_weighted_large_b100,greedy_planar_weighted_large_b100,greedy,Greedy Baseline,False,,,,,,2144,99,,True,,2144,99,33,56,best_known,2144,1.0,True
planar_weighted_large_budget100,planar_weighted_large,100,graph_001.txt,ga_best_of_1_planar_weighted_large_budget100,ga_planar_weighted_large_b100_seed001,ga_best_of_n,Genetic Algorithm Best-of-1,False,1.0,1.0,100.0,50.0,0.1,2144,99,67.04785437486134,True,,2144,99,33,56,best_known,2144,1.0,False
planar_weighted_large_budget100,planar_weighted_large,100,graph_002.txt,greedy_planar_weighted_large_b100,greedy_planar_weighted_large_b100,greedy,Greedy Baseline,False,,,,,,2298,99,,True,,2298,99,35,61,best_known,2303,0.9978289188015632,False
planar_weighted_large_budget100,planar_weighted_large,100,graph_002.txt,ga_best_of_1_planar_weighted_large_budget100,ga_planar_weighted_large_b100_seed001,ga_best_of_n,Genetic Algorithm Best-of-1,False,1.0,1.0,100.0,50.0,0.1,2303,99,73.97605683305301,True,,2303,99,35,61,best_known,2303,1.0,True
planar_weighted_large_budget100,planar_weighted_large,100,graph_003.txt,greedy_planar_weighted_large_b100,greedy_planar_weighted_large_b100,greedy,Greedy Baseline,False,,,,,,2565,100,,True,,2565,100,38,67,best_known,2565,1.0,True
planar_weighted_large_budget100,planar_weighted_large,100,graph_003.txt,ga_best_of_1_planar_weighted_large_budget100,ga_planar_weighted_large_b100_seed001,ga_best_of_n,Genetic Algorithm Best-of-1,False,1.0,1.0,100.0,50.0,0.1,2565,100,93.73417266691104,True,,2565,100,38,67,best_known,2565,1.0,False
planar_weighted_large_budget100,planar_weighted_large,100,graph_004.txt,greedy_planar_weighted_large_b100,greedy_planar_weighted_large_b100,greedy,Greedy Baseline,False,,,,,,2360,99,,True,,2360,99,37,67,best_known,2362,0.9991532599491956,False
planar_weighted_large_budget100,planar_weighted_large,100,graph_004.txt,ga_best_of_1_planar_weighted_large_budget100,ga_planar_weighted_large_b100_seed001,ga_best_of_n,Genetic Algorithm Best-of-1,False,1.0,1.0,100.0,50.0,0.1,2362,100,103.70498791709542,True,,2362,100,37,68,best_known,2362,1.0,True
planar_weighted_large_budget100,planar_weighted_large,100,graph_005.txt,greedy_planar_weighted_large_b100,greedy_planar_weighted_large_b100,greedy,Greedy Baseline,False,,,,,,2261,99,,True,,2261,99,37,56,best_known,2261,1.0,True
planar_weighted_large_budget100,planar_weighted_large,100,graph_005.txt,ga_best_of_1_planar_weighted_large_budget100,ga_planar_weighted_large_b100_seed001,ga_best_of_n,Genetic Algorithm Best-of-1,False,1.0,1.0,100.0,50.0,0.1,2261,99,64.48773629195057,True,,2261,99,37,56,best_known,2261,1.0,False
planar_weighted_large_budget100,planar_weighted_large,100,graph_006.txt,greedy_planar_weighted_large_b100,greedy_planar_weighted_large_b100,greedy,Greedy Baseline,False,,,,,,2319,100,,True,,2319,100,36,68,best_known,2319,1.0,True
planar_weighted_large_budget100,planar_weighted_large,100,graph_006.txt,ga_best_of_1_planar_weighted_large_budget100,ga_planar_weighted_large_b100_seed001,ga_best_of_n,Genetic Algorithm Best-of-1,False,1.0,1.0,100.0,50.0,0.1,2319,100,74.27251649997197,True,,2319,100,36,68,best_known,2319,1.0,False
planar_weighted_large_budget100,planar_weighted_large,100,graph_007.txt,greedy_planar_weighted_large_b100,greedy_planar_weighted_large_b100,greedy,Greedy Baseline,False,,,,,,2297,99,,True,,2297,99,34,63,best_known,2328,0.9866838487972509,False
planar_weighted_large_budget100,planar_weighted_large,100,graph_007.txt,ga_best_of_1_planar_weighted_large_budget100,ga_planar_weighted_large_b100_seed001,ga_best_of_n,Genetic Algorithm Best-of-1,False,1.0,1.0,100.0,50.0,0.1,2328,100,84.4300266657956,True,,2328,100,35,61,best_known,2328,1.0,True
planar_weighted_large_budget100,planar_weighted_large,100,graph_008.txt,greedy_planar_weighted_large_b100,greedy_planar_weighted_large_b100,greedy,Greedy Baseline,False,,,,,,2542,99,,True,,2542,99,37,62,best_known,2542,1.0,True
planar_weighted_large_budget100,planar_weighted_large,100,graph_008.txt,ga_best_of_1_planar_weighted_large_budget100,ga_planar_weighted_large_b100_seed001,ga_best_of_n,Genetic Algorithm Best-of-1,False,1.0,1.0,100.0,50.0,0.1,2542,99,64.3454250418581,True,,2542,99,37,62,best_known,2542,1.0,False
planar_weighted_large_budget100,planar_weighted_large,100,graph_009.txt,greedy_planar_weighted_large_b100,greedy_planar_weighted_large_b100,greedy,Greedy Baseline,False,,,,,,2597,100,,True,,2597,100,36,62,best_known,2597,1.0,True
planar_weighted_large_budget100,planar_weighted_large,100,graph_009.txt,ga_best_of_1_planar_weighted_large_budget100,ga_planar_weighted_large_b100_seed001,ga_best_of_n,Genetic Algorithm Best-of-1,False,1.0,1.0,100.0,50.0,0.1,2597,100,72.49634145782329,True,,2597,100,36,62,best_known,2597,1.0,False
planar_weighted_large_budget100,planar_weighted_large,100,graph_010.txt,greedy_planar_weighted_large_b100,greedy_planar_weighted_large_b100,greedy,Greedy Baseline,False,,,,,,2532,99,,True,,2532,99,35,60,best_known,2532,1.0,True
planar_weighted_large_budget100,planar_weighted_large,100,graph_010.txt,ga_best_of_1_planar_weighted_large_budget100,ga_planar_weighted_large_b100_seed001,ga_best_of_n,Genetic Algorithm Best-of-1,False,1.0,1.0,100.0,50.0,0.1,2532,99,72.20134862489067,True,,2532,99,35,60,best_known,2532,1.0,False
planar_weighted_large_budget100,planar_weighted_large,100,graph_011.txt,greedy_planar_weighted_large_b100,greedy_planar_weighted_large_b100,greedy,Greedy Baseline,False,,,,,,2706,99,,True,,2706,99,38,64,best_known,2706,1.0,True
planar_weighted_large_budget100,planar_weighted_large,100,graph_011.txt,ga_best_of_1_planar_weighted_large_budget100,ga_planar_weighted_large_b100_seed001,ga_best_of_n,Genetic Algorithm Best-of-1,False,1.0,1.0,100.0,50.0,0.1,2706,99,72.87178616598248,True,,2706,99,38,64,best_known,2706,1.0,False
planar_weighted_large_budget100,planar_weighted_large,100,graph_012.txt,greedy_planar_weighted_large_b100,greedy_planar_weighted_large_b100,greedy,Greedy Baseline,False,,,,,,2280,100,,True,,2280,100,33,57,best_known,2280,1.0,True
planar_weighted_large_budget100,planar_weighted_large,100,graph_012.txt,ga_best_of_1_planar_weighted_large_budget100,ga_planar_weighted_large_b100_seed001,ga_best_of_n,Genetic Algorithm Best-of-1,False,1.0,1.0,100.0,50.0,0.1,2280,100,68.02795962500386,True,,2280,100,33,57,best_known,2280,1.0,False
planar_weighted_large_budget100,planar_weighted_large,100,graph_013.txt,greedy_planar_weighted_large_b100,greedy_planar_weighted_large_b100,greedy,Greedy Baseline,False,,,,,,2655,100,,True,,2655,100,36,68,best_known,2655,1.0,True
planar_weighted_large_budget100,planar_weighted_large,100,graph_013.txt,ga_best_of_1_planar_weighted_large_budget100,ga_planar_weighted_large_b100_seed001,ga_best_of_n,Genetic Algorithm Best-of-1,False,1.0,1.0,100.0,50.0,0.1,2655,100,77.46380583406426,True,,2655,100,36,68,best_known,2655,1.0,False
planar_weighted_large_budget100,planar_weighted_large,100,graph_014.txt,greedy_planar_weighted_large_b100,greedy_planar_weighted_large_b100,greedy,Greedy Baseline,False,,,,,,2516,99,,True,,2516,99,39,67,best_known,2516,1.0,True
planar_weighted_large_budget100,planar_weighted_large,100,graph_014.txt,ga_best_of_1_planar_weighted_large_budget100,ga_planar_weighted_large_b100_seed001,ga_best_of_n,Genetic Algorithm Best-of-1,False,1.0,1.0,100.0,50.0,0.1,2516,99,72.04955999995582,True,,2516,99,39,67,best_known,2516,1.0,False
planar_weighted_large_budget100,planar_weighted_large,100,graph_015.txt,greedy_planar_weighted_large_b100,greedy_planar_weighted_large_b100,greedy,Greedy Baseline,False,,,,,,2101,100,,True,,2101,100,32,58,best_known,2101,1.0,True
planar_weighted_large_budget100,planar_weighted_large,100,graph_015.txt,ga_best_of_1_planar_weighted_large_budget100,ga_planar_weighted_large_b100_seed001,ga_best_of_n,Genetic Algorithm Best-of-1,False,1.0,1.0,100.0,50.0,0.1,2101,100,69.257111457875,True,,2101,100,32,58,best_known,2101,1.0,False
planar_weighted_large_budget100,planar_weighted_large,100,graph_016.txt,greedy_planar_weighted_large_b100,greedy_planar_weighted_large_b100,greedy,Greedy Baseline,False,,,,,,2514,100,,True,,2514,100,39,60,best_known,2514,1.0,True
planar_weighted_large_budget100,planar_weighted_large,100,graph_016.txt,ga_best_of_1_planar_weighted_large_budget100,ga_planar_weighted_large_b100_seed001,ga_best_of_n,Genetic Algorithm Best-of-1,False,1.0,1.0,100.0,50.0,0.1,2514,100,68.20473387488164,True,,2514,100,39,60,best_known,2514,1.0,False
planar_weighted_large_budget100,planar_weighted_large,100,graph_017.txt,greedy_planar_weighted_large_b100,greedy_planar_weighted_large_b100,greedy,Greedy Baseline,False,,,,,,2228,100,,True,,2228,100,33,60,best_known,2260,0.9858407079646018,False
planar_weighted_large_budget100,planar_weighted_large,100,graph_017.txt,ga_best_of_1_planar_weighted_large_budget100,ga_planar_weighted_large_b100_seed001,ga_best_of_n,Genetic Algorithm Best-of-1,False,1.0,1.0,100.0,50.0,0.1,2260,100,77.93463400006294,True,,2260,100,34,61,best_known,2260,1.0,True
planar_weighted_large_budget100,planar_weighted_large,100,graph_018.txt,greedy_planar_weighted_large_b100,greedy_planar_weighted_large_b100,greedy,Greedy Baseline,False,,,,,,2618,100,,True,,2618,100,37,56,best_known,2618,1.0,True
planar_weighted_large_budget100,planar_weighted_large,100,graph_018.txt,ga_best_of_1_planar_weighted_large_budget100,ga_planar_weighted_large_b100_seed001,ga_best_of_n,Genetic Algorithm Best-of-1,False,1.0,1.0,100.0,50.0,0.1,2618,100,61.18659612513147,True,,2618,100,37,56,best_known,2618,1.0,False
planar_weighted_large_budget100,planar_weighted_large,100,graph_019.txt,greedy_planar_weighted_large_b100,greedy_planar_weighted_large_b100,greedy,Greedy Baseline,False,,,,,,2272,99,,True,,2272,99,35,63,best_known,2272,1.0,True
planar_weighted_large_budget100,planar_weighted_large,100,graph_019.txt,ga_best_of_1_planar_weighted_large_budget100,ga_planar_weighted_large_b100_seed001,ga_best_of_n,Genetic Algorithm Best-of-1,False,1.0,1.0,100.0,50.0,0.1,2272,99,79.3715327498503,True,,2272,99,35,63,best_known,2272,1.0,False
planar_weighted_large_budget100,planar_weighted_large,100,graph_020.txt,greedy_planar_weighted_large_b100,greedy_planar_weighted_large_b100,greedy,Greedy Baseline,False,,,,,,2394,100,,True,,2394,100,37,56,best_known,2394,1.0,True
planar_weighted_large_budget100,planar_weighted_large,100,graph_020.txt,ga_best_of_1_planar_weighted_large_budget100,ga_planar_weighted_large_b100_seed001,ga_best_of_n,Genetic Algorithm Best-of-1,False,1.0,1.0,100.0,50.0,0.1,2394,100,70.84709924994968,True,,2394,100,37,56,best_known,2394,1.0,False
planar_weighted_large_budget100,planar_weighted_large,100,graph_021.txt,greedy_planar_weighted_large_b100,greedy_planar_weighted_large_b100,greedy,Greedy Baseline,False,,,,,,2369,100,,True,,2369,100,37,60,best_known,2369,1.0,True
planar_weighted_large_budget100,planar_weighted_large,100,graph_021.txt,ga_best_of_1_planar_weighted_large_budget100,ga_planar_weighted_large_b100_seed001,ga_best_of_n,Genetic Algorithm Best-of-1,False,1.0,1.0,100.0,50.0,0.1,2369,100,71.48009508382529,True,,2369,100,37,60,best_known,2369,1.0,False
planar_weighted_large_budget100,planar_weighted_large,100,graph_022.txt,greedy_planar_weighted_large_b100,greedy_planar_weighted_large_b100,greedy,Greedy Baseline,False,,,,,,2287,100,,True,,2287,100,38,68,best_known,2287,1.0,True
planar_weighted_large_budget100,planar_weighted_large,100,graph_022.txt,ga_best_of_1_planar_weighted_large_budget100,ga_planar_weighted_large_b100_seed001,ga_best_of_n,Genetic Algorithm Best-of-1,False,1.0,1.0,100.0,50.0,0.1,2287,100,84.08439308288507,True,,2287,100,38,68,best_known,2287,1.0,False
planar_weighted_large_budget100,planar_weighted_large,100,graph_023.txt,greedy_planar_weighted_large_b100,greedy_planar_weighted_large_b100,greedy,Greedy Baseline,False,,,,,,2570,99,,True,,2570,99,38,63,best_known,2570,1.0,True
planar_weighted_large_budget100,planar_weighted_large,100,graph_023.txt,ga_best_of_1_planar_weighted_large_budget100,ga_planar_weighted_large_b100_seed001,ga_best_of_n,Genetic Algorithm Best-of-1,False,1.0,1.0,100.0,50.0,0.1,2570,99,89.06884245784022,True,,2570,99,38,63,best_known,2570,1.0,False
planar_weighted_large_budget100,planar_weighted_large,100,graph_024.txt,greedy_planar_weighted_large_b100,greedy_planar_weighted_large_b100,greedy,Greedy Baseline,False,,,,,,2548,99,,True,,2548,99,39,63,best_known,2548,1.0,True
planar_weighted_large_budget100,planar_weighted_large,100,graph_024.txt,ga_best_of_1_planar_weighted_large_budget100,ga_planar_weighted_large_b100_seed001,ga_best_of_n,Genetic Algorithm Best-of-1,False,1.0,1.0,100.0,50.0,0.1,2548,99,76.3864890828263,True,,2548,99,39,63,best_known,2548,1.0,False
planar_weighted_large_budget100,planar_weighted_large,100,graph_025.txt,greedy_planar_weighted_large_b100,greedy_planar_weighted_large_b100,greedy,Greedy Baseline,False,,,,,,2555,100,,True,,2555,100,40,62,best_known,2555,1.0,True
planar_weighted_large_budget100,planar_weighted_large,100,graph_025.txt,ga_best_of_1_planar_weighted_large_budget100,ga_planar_weighted_large_b100_seed001,ga_best_of_n,Genetic Algorithm Best-of-1,False,1.0,1.0,100.0,50.0,0.1,2555,100,67.3408739999868,True,,2555,100,40,62,best_known,2555,1.0,False
planar_weighted_large_budget100,planar_weighted_large,100,graph_026.txt,greedy_planar_weighted_large_b100,greedy_planar_weighted_large_b100,greedy,Greedy Baseline,False,,,,,,2137,99,,True,,2137,99,33,60,best_known,2137,1.0,True
planar_weighted_large_budget100,planar_weighted_large,100,graph_026.txt,ga_best_of_1_planar_weighted_large_budget100,ga_planar_weighted_large_b100_seed001,ga_best_of_n,Genetic Algorithm Best-of-1,False,1.0,1.0,100.0,50.0,0.1,2137,99,77.45056066685356,True,,2137,99,33,60,best_known,2137,1.0,False
planar_weighted_large_budget100,planar_weighted_large,100,graph_027.txt,greedy_planar_weighted_large_b100,greedy_planar_weighted_large_b100,greedy,Greedy Baseline,False,,,,,,2331,100,,True,,2331,100,40,65,best_known,2331,1.0,True
planar_weighted_large_budget100,planar_weighted_large,100,graph_027.txt,ga_best_of_1_planar_weighted_large_budget100,ga_planar_weighted_large_b100_seed001,ga_best_of_n,Genetic Algorithm Best-of-1,False,1.0,1.0,100.0,50.0,0.1,2331,100,75.02678641700186,True,,2331,100,40,65,best_known,2331,1.0,False
planar_weighted_large_budget100,planar_weighted_large,100,graph_028.txt,greedy_planar_weighted_large_b100,greedy_planar_weighted_large_b100,greedy,Greedy Baseline,False,,,,,,2392,100,,True,,2392,100,34,62,best_known,2392,1.0,True
planar_weighted_large_budget100,planar_weighted_large,100,graph_028.txt,ga_best_of_1_planar_weighted_large_budget100,ga_planar_weighted_large_b100_seed001,ga_best_of_n,Genetic Algorithm Best-of-1,False,1.0,1.0,100.0,50.0,0.1,2392,100,70.63886387483217,True,,2392,100,34,62,best_known,2392,1.0,False
planar_weighted_large_budget100,planar_weighted_large,100,graph_029.txt,greedy_planar_weighted_large_b100,greedy_planar_weighted_large_b100,greedy,Greedy Baseline,False,,,,,,2588,99,,True,,2588,99,37,62,best_known,2588,1.0,True
planar_weighted_large_budget100,planar_weighted_large,100,graph_029.txt,ga_best_of_1_planar_weighted_large_budget100,ga_planar_weighted_large_b100_seed001,ga_best_of_n,Genetic Algorithm Best-of-1,False,1.0,1.0,100.0,50.0,0.1,2588,99,82.38685333286412,True,,2588,99,37,62,best_known,2588,1.0,False
planar_weighted_large_budget100,planar_weighted_large,100,graph_030.txt,greedy_planar_weighted_large_b100,greedy_planar_weighted_large_b100,greedy,Greedy Baseline,False,,,,,,2497,99,,True,,2497,99,37,69,best_known,2497,1.0,True
planar_weighted_large_budget100,planar_weighted_large,100,graph_030.txt,ga_best_of_1_planar_weighted_large_budget100,ga_planar_weighted_large_b100_seed001,ga_best_of_n,Genetic Algorithm Best-of-1,False,1.0,1.0,100.0,50.0,0.1,2497,99,74.7164030841086,True,,2497,99,37,69,best_known,2497,1.0,False
planar_weighted_large_budget100,planar_weighted_large,100,graph_031.txt,greedy_planar_weighted_large_b100,greedy_planar_weighted_large_b100,greedy,Greedy Baseline,False,,,,,,2453,100,,True,,2453,100,38,58,best_known,2453,1.0,True
planar_weighted_large_budget100,planar_weighted_large,100,graph_031.txt,ga_best_of_1_planar_weighted_large_budget100,ga_planar_weighted_large_b100_seed001,ga_best_of_n,Genetic Algorithm Best-of-1,False,1.0,1.0,100.0,50.0,0.1,2453,100,55.02993154199794,True,,2453,100,38,58,best_known,2453,1.0,False
planar_weighted_large_budget100,planar_weighted_large,100,graph_032.txt,greedy_planar_weighted_large_b100,greedy_planar_weighted_large_b100,greedy,Greedy Baseline,False,,,,,,2405,99,,True,,2405,99,34,62,best_known,2405,1.0,True
planar_weighted_large_budget100,planar_weighted_large,100,graph_032.txt,ga_best_of_1_planar_weighted_large_budget100,ga_planar_weighted_large_b100_seed001,ga_best_of_n,Genetic Algorithm Best-of-1,False,1.0,1.0,100.0,50.0,0.1,2405,99,61.96559975016862,True,,2405,99,34,62,best_known,2405,1.0,False
planar_weighted_large_budget100,planar_weighted_large,100,graph_033.txt,greedy_planar_weighted_large_b100,greedy_planar_weighted_large_b100,greedy,Greedy Baseline,False,,,,,,2682,99,,True,,2682,99,38,58,best_known,2682,1.0,True
planar_weighted_large_budget100,planar_weighted_large,100,graph_033.txt,ga_best_of_1_planar_weighted_large_budget100,ga_planar_weighted_large_b100_seed001,ga_best_of_n,Genetic Algorithm Best-of-1,False,1.0,1.0,100.0,50.0,0.1,2682,99,59.48897224990651,True,,2682,99,38,58,best_known,2682,1.0,False
planar_weighted_large_budget100,planar_weighted_large,100,graph_034.txt,greedy_planar_weighted_large_b100,greedy_planar_weighted_large_b100,greedy,Greedy Baseline,False,,,,,,2615,99,,True,,2615,99,36,63,best_known,2615,1.0,True
planar_weighted_large_budget100,planar_weighted_large,100,graph_034.txt,ga_best_of_1_planar_weighted_large_budget100,ga_planar_weighted_large_b100_seed001,ga_best_of_n,Genetic Algorithm Best-of-1,False,1.0,1.0,100.0,50.0,0.1,2615,99,65.58203804213554,True,,2615,99,36,63,best_known,2615,1.0,False
planar_weighted_large_budget100,planar_weighted_large,100,graph_035.txt,greedy_planar_weighted_large_b100,greedy_planar_weighted_large_b100,greedy,Greedy Baseline,False,,,,,,2379,100,,True,,2379,100,34,65,best_known,2379,1.0,False
planar_weighted_large_budget100,planar_weighted_large,100,graph_035.txt,ga_best_of_1_planar_weighted_large_budget100,ga_planar_weighted_large_b100_seed001,ga_best_of_n,Genetic Algorithm Best-of-1,False,1.0,1.0,100.0,50.0,0.1,2379,99,61.83514291699976,True,,2379,99,34,63,best_known,2379,1.0,True
planar_weighted_large_budget100,planar_weighted_large,100,graph_036.txt,greedy_planar_weighted_large_b100,greedy_planar_weighted_large_b100,greedy,Greedy Baseline,False,,,,,,2297,100,,True,,2297,100,37,59,best_known,2297,1.0,True
planar_weighted_large_budget100,planar_weighted_large,100,graph_036.txt,ga_best_of_1_planar_weighted_large_budget100,ga_planar_weighted_large_b100_seed001,ga_best_of_n,Genetic Algorithm Best-of-1,False,1.0,1.0,100.0,50.0,0.1,2297,100,71.27682366617955,True,,2297,100,37,59,best_known,2297,1.0,False
planar_weighted_large_budget100,planar_weighted_large,100,graph_037.txt,greedy_planar_weighted_large_b100,greedy_planar_weighted_large_b100,greedy,Greedy Baseline,False,,,,,,2401,100,,True,,2401,100,34,58,best_known,2401,1.0,True
planar_weighted_large_budget100,planar_weighted_large,100,graph_037.txt,ga_best_of_1_planar_weighted_large_budget100,ga_planar_weighted_large_b100_seed001,ga_best_of_n,Genetic Algorithm Best-of-1,False,1.0,1.0,100.0,50.0,0.1,2401,100,57.06655912520364,True,,2401,100,34,58,best_known,2401,1.0,False
planar_weighted_large_budget100,planar_weighted_large,100,graph_038.txt,greedy_planar_weighted_large_b100,greedy_planar_weighted_large_b100,greedy,Greedy Baseline,False,,,,,,2319,100,,True,,2319,100,36,67,best_known,2319,1.0,True
planar_weighted_large_budget100,planar_weighted_large,100,graph_038.txt,ga_best_of_1_planar_weighted_large_budget100,ga_planar_weighted_large_b100_seed001,ga_best_of_n,Genetic Algorithm Best-of-1,False,1.0,1.0,100.0,50.0,0.1,2319,100,62.893844458973035,True,,2319,100,36,67,best_known,2319,1.0,False
planar_weighted_large_budget100,planar_weighted_large,100,graph_039.txt,greedy_planar_weighted_large_b100,greedy_planar_weighted_large_b100,greedy,Greedy Baseline,False,,,,,,2435,99,,True,,2435,99,35,62,best_known,2493,0.9767348576012836,False
planar_weighted_large_budget100,planar_weighted_large,100,graph_039.txt,ga_best_of_1_planar_weighted_large_budget100,ga_planar_weighted_large_b100_seed001,ga_best_of_n,Genetic Algorithm Best-of-1,False,1.0,1.0,100.0,50.0,0.1,2493,99,67.66673741699196,True,,2493,99,36,61,best_known,2493,1.0,True
planar_weighted_large_budget100,planar_weighted_large,100,graph_040.txt,greedy_planar_weighted_large_b100,greedy_planar_weighted_large_b100,greedy,Greedy Baseline,False,,,,,,2644,100,,True,,2644,100,36,68,best_known,2644,1.0,True
planar_weighted_large_budget100,planar_weighted_large,100,graph_040.txt,ga_best_of_1_planar_weighted_large_budget100,ga_planar_weighted_large_b100_seed001,ga_best_of_n,Genetic Algorithm Best-of-1,False,1.0,1.0,100.0,50.0,0.1,2644,100,67.72589633287862,True,,2644,100,36,68,best_known,2644,1.0,False
planar_weighted_large_budget100,planar_weighted_large,100,graph_041.txt,greedy_planar_weighted_large_b100,greedy_planar_weighted_large_b100,greedy,Greedy Baseline,False,,,,,,2335,99,,True,,2335,99,37,59,best_known,2335,1.0,True
planar_weighted_large_budget100,planar_weighted_large,100,graph_041.txt,ga_best_of_1_planar_weighted_large_budget100,ga_planar_weighted_large_b100_seed001,ga_best_of_n,Genetic Algorithm Best-of-1,False,1.0,1.0,100.0,50.0,0.1,2335,99,63.107263083104044,True,,2335,99,37,59,best_known,2335,1.0,False
planar_weighted_large_budget100,planar_weighted_large,100,graph_042.txt,greedy_planar_weighted_large_b100,greedy_planar_weighted_large_b100,greedy,Greedy Baseline,False,,,,,,2174,99,,True,,2174,99,35,59,best_known,2174,1.0,True
planar_weighted_large_budget100,planar_weighted_large,100,graph_042.txt,ga_best_of_1_planar_weighted_large_budget100,ga_planar_weighted_large_b100_seed001,ga_best_of_n,Genetic Algorithm Best-of-1,False,1.0,1.0,100.0,50.0,0.1,2174,99,66.20660754200071,True,,2174,99,35,59,best_known,2174,1.0,False
planar_weighted_large_budget100,planar_weighted_large,100,graph_043.txt,greedy_planar_weighted_large_b100,greedy_planar_weighted_large_b100,greedy,Greedy Baseline,False,,,,,,2578,100,,True,,2578,100,38,61,best_known,2578,1.0,True
planar_weighted_large_budget100,planar_weighted_large,100,graph_043.txt,ga_best_of_1_planar_weighted_large_budget100,ga_planar_weighted_large_b100_seed001,ga_best_of_n,Genetic Algorithm Best-of-1,False,1.0,1.0,100.0,50.0,0.1,2578,100,66.9276492500212,True,,2578,100,38,61,best_known,2578,1.0,False
planar_weighted_large_budget100,planar_weighted_large,100,graph_044.txt,greedy_planar_weighted_large_b100,greedy_planar_weighted_large_b100,greedy,Greedy Baseline,False,,,,,,2692,100,,True,,2692,100,38,66,best_known,2705,0.9951940850277264,False
planar_weighted_large_budget100,planar_weighted_large,100,graph_044.txt,ga_best_of_1_planar_weighted_large_budget100,ga_planar_weighted_large_b100_seed001,ga_best_of_n,Genetic Algorithm Best-of-1,False,1.0,1.0,100.0,50.0,0.1,2705,99,77.23710374999791,True,,2705,99,38,64,best_known,2705,1.0,True
planar_weighted_large_budget100,planar_weighted_large,100,graph_045.txt,greedy_planar_weighted_large_b100,greedy_planar_weighted_large_b100,greedy,Greedy Baseline,False,,,,,,2706,100,,True,,2706,100,38,61,best_known,2706,1.0,True
planar_weighted_large_budget100,planar_weighted_large,100,graph_045.txt,ga_best_of_1_planar_weighted_large_budget100,ga_planar_weighted_large_b100_seed001,ga_best_of_n,Genetic Algorithm Best-of-1,False,1.0,1.0,100.0,50.0,0.1,2706,100,65.72933508316055,True,,2706,100,38,61,best_known,2706,1.0,False
planar_weighted_large_budget100,planar_weighted_large,100,graph_046.txt,greedy_planar_weighted_large_b100,greedy_planar_weighted_large_b100,greedy,Greedy Baseline,False,,,,,,2548,99,,True,,2548,99,39,67,best_known,2548,1.0,True
planar_weighted_large_budget100,planar_weighted_large,100,graph_046.txt,ga_best_of_1_planar_weighted_large_budget100,ga_planar_weighted_large_b100_seed001,ga_best_of_n,Genetic Algorithm Best-of-1,False,1.0,1.0,100.0,50.0,0.1,2548,99,77.43960233288817,True,,2548,99,39,67,best_known,2548,1.0,False
planar_weighted_large_budget100,planar_weighted_large,100,graph_047.txt,greedy_planar_weighted_large_b100,greedy_planar_weighted_large_b100,greedy,Greedy Baseline,False,,,,,,2451,99,,True,,2451,99,37,61,best_known,2451,1.0,True
planar_weighted_large_budget100,planar_weighted_large,100,graph_047.txt,ga_best_of_1_planar_weighted_large_budget100,ga_planar_weighted_large_b100_seed001,ga_best_of_n,Genetic Algorithm Best-of-1,False,1.0,1.0,100.0,50.0,0.1,2451,99,57.40620587486774,True,,2451,99,37,61,best_known,2451,1.0,False
planar_weighted_large_budget100,planar_weighted_large,100,graph_048.txt,greedy_planar_weighted_large_b100,greedy_planar_weighted_large_b100,greedy,Greedy Baseline,False,,,,,,2137,100,,True,,2137,100,35,62,best_known,2137,1.0,True
planar_weighted_large_budget100,planar_weighted_large,100,graph_048.txt,ga_best_of_1_planar_weighted_large_budget100,ga_planar_weighted_large_b100_seed001,ga_best_of_n,Genetic Algorithm Best-of-1,False,1.0,1.0,100.0,50.0,0.1,2137,100,66.95557291689329,True,,2137,100,35,62,best_known,2137,1.0,False
planar_weighted_large_budget100,planar_weighted_large,100,graph_049.txt,greedy_planar_weighted_large_b100,greedy_planar_weighted_large_b100,greedy,Greedy Baseline,False,,,,,,2573,100,,True,,2573,100,38,66,best_known,2573,1.0,True
planar_weighted_large_budget100,planar_weighted_large,100,graph_049.txt,ga_best_of_1_planar_weighted_large_budget100,ga_planar_weighted_large_b100_seed001,ga_best_of_n,Genetic Algorithm Best-of-1,False,1.0,1.0,100.0,50.0,0.1,2573,100,73.94151962501928,True,,2573,100,38,66,best_known,2573,1.0,False
planar_weighted_large_budget100,planar_weighted_large,100,graph_050.txt,greedy_planar_weighted_large_b100,greedy_planar_weighted_large_b100,greedy,Greedy Baseline,False,,,,,,2153,99,,True,,2153,99,33,60,best_known,2153,1.0,True
planar_weighted_large_budget100,planar_weighted_large,100,graph_050.txt,ga_best_of_1_planar_weighted_large_budget100,ga_planar_weighted_large_b100_seed001,ga_best_of_n,Genetic Algorithm Best-of-1,False,1.0,1.0,100.0,50.0,0.1,2153,99,67.25406379206106,True,,2153,99,33,60,best_known,2153,1.0,False
planar_weighted_large_budget100,planar_weighted_large,100,graph_051.txt,greedy_planar_weighted_large_b100,greedy_planar_weighted_large_b100,greedy,Greedy Baseline,False,,,,,,2203,99,,True,,2203,99,33,56,best_known,2203,1.0,True
